hunk_id,file,classification,candidate_key,candidate_name,summary
src/Solver/Nonlocal/Newton.H:95-102,src/Solver/Nonlocal/Newton.H,CANDIDATE,DEVICE_ERROR_FLAG,Set/check Newton device error,Set/check Newton device error
src/Solver/Nonlocal/Newton.H:108-114,src/Solver/Nonlocal/Newton.H,CANDIDATE,DEVICE_SAFE_VECTOR,Copy Newton geometry into safe vector,Copy Newton geometry into safe vector
src/Solver/Nonlocal/Newton.H:118-137,src/Solver/Nonlocal/Newton.H,CANDIDATE,NEWTON_STATIC_BC,Capture static BC payload for Newton,Capture static BC payload for Newton
src/Solver/Nonlocal/Newton.H:148-163,src/Solver/Nonlocal/Newton.H,CANDIDATE,NEWTON_CONSERVATIVE_SOLVE,Select conservative row domain,Select conservative row domain
src/Solver/Nonlocal/Newton.H:165-175,src/Solver/Nonlocal/Newton.H,CANDIDATE,NEWTON_LOOP_DISPATCH,Select GPU/CPU Newton loop,Select GPU/CPU Newton loop
src/Solver/Nonlocal/Newton.H:177-188,src/Solver/Nonlocal/Newton.H,CANDIDATE,DEVICE_ERROR_FLAG,Set/check Newton device error,Set/check Newton device error
src/Solver/Nonlocal/Newton.H:200-264,src/Solver/Nonlocal/Newton.H,CANDIDATE,NEWTON_CONSERVATIVE_SOLVE,Select conservative row domain,Select conservative row domain
src/Solver/Nonlocal/Newton.H:275-287,src/Solver/Nonlocal/Newton.H,ONEOFF,,Newton field/trial-state feature,Newton field/trial-state feature
src/Solver/Nonlocal/Newton.H:289-294,src/Solver/Nonlocal/Newton.H,ONEOFF,,Newton field/trial-state feature,Newton field/trial-state feature
src/Solver/Nonlocal/Newton.H:301-331,src/Solver/Nonlocal/Newton.H,ONEOFF,,Newton field/trial-state feature,Newton field/trial-state feature
src/Solver/Nonlocal/Newton.H:334-359,src/Solver/Nonlocal/Newton.H,CANDIDATE,NEWTON_DAMPED_STEP,Backtrack and accept damped Newton update,Backtrack and accept damped Newton update
src/Solver/Nonlocal/Newton.H:396-411,src/Solver/Nonlocal/Newton.H,ONEOFF,,Newton residual resync behavior,Newton residual resync behavior
src/Solver/Nonlocal/Newton.H:423-438,src/Solver/Nonlocal/Newton.H,ONEOFF,,Newton termination policy,Newton termination policy
src/Solver/Nonlocal/Newton.H:449-457,src/Solver/Nonlocal/Newton.H,ONEOFF,,Active-level field sizing,Active-level field sizing
src/Solver/Nonlocal/Newton.H:472-489,src/Solver/Nonlocal/Newton.H,ONEOFF,,Active-level field sizing,Active-level field sizing
src/Solver/Nonlocal/Newton.H:492-498,src/Solver/Nonlocal/Newton.H,ONEOFF,,Composite residual reflux behavior,Composite residual reflux behavior
src/Solver/Nonlocal/Newton.H:533-539,src/Solver/Nonlocal/Newton.H,CANDIDATE,DEVICE_SAFE_VECTOR,Copy Newton geometry into safe vector,Copy Newton geometry into safe vector
src/Solver/Nonlocal/Newton.H:552-560,src/Solver/Nonlocal/Newton.H,CANDIDATE,DEVICE_SAFE_VECTOR,Copy Newton geometry into safe vector,Copy Newton geometry into safe vector
src/Solver/Nonlocal/Newton.H:576-582,src/Solver/Nonlocal/Newton.H,CANDIDATE,DEVICE_SAFE_VECTOR,Copy Newton geometry into safe vector,Copy Newton geometry into safe vector
src/Solver/Nonlocal/Newton.H:595-603,src/Solver/Nonlocal/Newton.H,CANDIDATE,DEVICE_SAFE_VECTOR,Copy Newton geometry into safe vector,Copy Newton geometry into safe vector
src/Solver/Nonlocal/Newton.H:609-615,src/Solver/Nonlocal/Newton.H,NOISE,,Comment-only cleanup,Comment-only cleanup
src/Solver/Nonlocal/Newton.H:626-645,src/Solver/Nonlocal/Newton.H,ONEOFF,,Newton configuration feature,Newton configuration feature
src/Solver/Nonlocal/Newton.H:648-654,src/Solver/Nonlocal/Newton.H,ONEOFF,,Newton configuration feature,Newton configuration feature
src/Util/BMP.H:1-6,src/Util/BMP.H,CANDIDATE,BMP_DEVICE_STAGING,Stage BMP host data for device,Stage BMP host data for device
src/Util/BMP.H:26-32,src/Util/BMP.H,CANDIDATE,BMP_DEVICE_STAGING,Stage BMP host data for device,Stage BMP host data for device
src/Util/BMP.H:36-48,src/Util/BMP.H,CANDIDATE,BMP_DEVICE_STAGING,Stage BMP host data for device,Stage BMP host data for device
src/Util/BMP.H:51-89,src/Util/BMP.H,CANDIDATE,BMP_DEVICE_STAGING,Stage BMP host data for device,Stage BMP host data for device
src/Util/PNG.H:155-161,src/Util/PNG.H,CANDIDATE,PNG_DEVICE_API,Make PNG sampler host/device callable,Make PNG sampler host/device callable
src/Util/PNG.H:168-174,src/Util/PNG.H,CANDIDATE,PNG_DEVICE_API,Initialize PNG image vector before device use,Initialize PNG image vector before device use
src/Util/PNG.H:199-206,src/Util/PNG.H,CANDIDATE,PNG_DEVICE_API,Clamp PNG sample coordinates safely,Clamp PNG sample coordinates safely
src/Util/Util.H:15-20,src/Util/Util.H,ONEOFF,,GPU utility include-only compile fix,GPU utility include-only compile fix
src/Util/Util.H:24-29,src/Util/Util.H,CANDIDATE,HOST_LOOP_GUARD,Define unsupported host-loop guard,Define unsupported host-loop guard
src/Util/Util.H:35-41,src/Util/Util.H,NOISE,,Comment-only cleanup,Comment-only cleanup
src/Util/Util.H:51-62,src/Util/Util.H,CANDIDATE,DEVICE_ERROR_API,Provide device error flag API,Provide device error flag API
src/Util/Util.H:77-88,src/Util/Util.H,CANDIDATE,HOST_DEVICE_DIAGNOSTIC_API,Make Abort host/device-safe,Make Abort host/device-safe
src/Util/Util.H:101-112,src/Util/Util.H,CANDIDATE,HOST_DEVICE_DIAGNOSTIC_API,Make ParallelAbort host/device-safe,Make ParallelAbort host/device-safe
src/Util/Util.H:123-133,src/Util/Util.H,CANDIDATE,HOST_DEVICE_DIAGNOSTIC_API,Make Message host/device-safe,Make Message host/device-safe
src/Util/Util.H:146-151,src/Util/Util.H,CANDIDATE,DEVICE_ERROR_API,Synchronize/check device error flag,Synchronize/check device error flag
src/Util/Util.H:182-189,src/Util/Util.H,CANDIDATE,HOST_DEVICE_DIAGNOSTIC_API,Make diagnostic path host/device-safe,Make diagnostic path host/device-safe
src/Util/Util.H:196-206,src/Util/Util.H,CANDIDATE,HOST_DEVICE_DIAGNOSTIC_API,Make diagnostic path host/device-safe,Make diagnostic path host/device-safe
src/Util/Util.H:219-230,src/Util/Util.H,CANDIDATE,HOST_DEVICE_DIAGNOSTIC_API,Make diagnostic path host/device-safe,Make diagnostic path host/device-safe
src/Util/Util.H:247-260,src/Util/Util.H,CANDIDATE,HOST_DEVICE_DIAGNOSTIC_API,Make diagnostic path host/device-safe,Make diagnostic path host/device-safe
src/Util/Util.H:276-281,src/Util/Util.H,CANDIDATE,HOST_DEVICE_DIAGNOSTIC_API,Make diagnostic path host/device-safe,Make diagnostic path host/device-safe
src/Util/Util.H:334-339,src/Util/Util.H,NOISE,,Comment-only cleanup,Comment-only cleanup
src/Util/Util.H:342-348,src/Util/Util.H,NOISE,,Comment-only cleanup,Comment-only cleanup
src/Util/Util.H:351-357,src/Util/Util.H,NOISE,,Comment-only cleanup,Comment-only cleanup
src/Util/Util.cpp:28-33,src/Util/Util.cpp,CANDIDATE,HOST_DEVICE_DIAGNOSTIC_API,Make utility abort path host/device-safe,Make utility abort path host/device-safe
src/Util/Util.cpp:138-143,src/Util/Util.cpp,CANDIDATE,HOST_DEVICE_DIAGNOSTIC_API,Make utility warning path host/device-safe,Make utility warning path host/device-safe
src/Util/Util.cpp:265-271,src/Util/Util.cpp,CANDIDATE,HOST_DEVICE_DIAGNOSTIC_API,Guard host-only terminate call,Guard host-only terminate call
src/alamo_gpu.cc:0-0,src/alamo_gpu.cc,ONEOFF,,Minimal GPU entrypoint,Minimal GPU entrypoint
src/test.cc:4-10,src/test.cc,ONEOFF,,GPU test registration,GPU test registration
src/test.cc:98-103,src/test.cc,ONEOFF,,Elastic numeric test registration,Elastic numeric test registration
src/test.cc:120-125,src/test.cc,ONEOFF,,Newton unit-test registration,Newton unit-test registration
