hunk_id,file,classification,num_tag
src/Operator/Elastic.cpp:758-763,src/Operator/Elastic.cpp,FEATURE,yes
src/Operator/Elastic.cpp:765-838,src/Operator/Elastic.cpp,FEATURE,yes
src/Operator/Elastic.cpp:856-863,src/Operator/Elastic.cpp,NOISE,no
src/Operator/Operator.H:18-35,src/Operator/Operator.H,NOISE,no
src/Operator/Operator.H:47-52,src/Operator/Operator.H,FEATURE,yes
src/Operator/Operator.H:57-101#1,src/Operator/Operator.H,GPU-005,no
src/Operator/Operator.H:57-101#2,src/Operator/Operator.H,FEATURE,yes
src/Operator/Operator.H:126-138,src/Operator/Operator.H,NOISE,no
src/Operator/Operator.H:156-163,src/Operator/Operator.H,NOISE,no
src/Operator/Operator.H:168-176,src/Operator/Operator.H,NOISE,no
src/Operator/Operator.H:208-216,src/Operator/Operator.H,NOISE,no
src/Operator/Operator.cpp:3-16,src/Operator/Operator.cpp,FEATURE,no
src/Operator/Operator.cpp:31-37,src/Operator/Operator.cpp,NOISE,no
src/Operator/Operator.cpp:50-65,src/Operator/Operator.cpp,GPU-023,no
src/Operator/Operator.cpp:69-85,src/Operator/Operator.cpp,GPU-023,no
src/Operator/Operator.cpp:93-99,src/Operator/Operator.cpp,FEATURE,yes
src/Operator/Operator.cpp:102-109,src/Operator/Operator.cpp,NOISE,no
src/Operator/Operator.cpp:116-150#1,src/Operator/Operator.cpp,GPU-015,no
src/Operator/Operator.cpp:116-150#2,src/Operator/Operator.cpp,FEATURE,yes
src/Operator/Operator.cpp:158-164,src/Operator/Operator.cpp,FEATURE,yes
src/Operator/Operator.cpp:220-228,src/Operator/Operator.cpp,FEATURE,yes
src/Operator/Operator.cpp:289-299,src/Operator/Operator.cpp,FEATURE,yes
src/Operator/Operator.cpp:349-354,src/Operator/Operator.cpp,FEATURE,yes
src/Operator/Operator.cpp:368-380#1,src/Operator/Operator.cpp,FEATURE,no
src/Operator/Operator.cpp:368-380#2,src/Operator/Operator.cpp,FEATURE,yes
src/Operator/Operator.cpp:386-392,src/Operator/Operator.cpp,GPU-009,no
src/Operator/Operator.cpp:394-405,src/Operator/Operator.cpp,FEATURE,yes
src/Operator/Operator.cpp:422-436,src/Operator/Operator.cpp,FEATURE,yes
src/Operator/Operator.cpp:447-452,src/Operator/Operator.cpp,NOISE,no
src/Operator/Operator.cpp:460-467,src/Operator/Operator.cpp,FEATURE,yes
src/Operator/Operator.cpp:548-553,src/Operator/Operator.cpp,FEATURE,yes
src/Operator/Operator.cpp:557-563,src/Operator/Operator.cpp,NOISE,no
src/Operator/Operator.cpp:566-577,src/Operator/Operator.cpp,FEATURE,yes
src/Operator/Operator.cpp:639-645,src/Operator/Operator.cpp,FEATURE,yes
src/Operator/Operator.cpp:648-659,src/Operator/Operator.cpp,FEATURE,yes
src/Operator/Spectral/FFT.H:0-0,src/Operator/Spectral/FFT.H,FEATURE,no
src/Set/Base.H:7-12,src/Set/Base.H,ONEOFF,no
src/Set/Base.H:16-21,src/Set/Base.H,ONEOFF,no
src/Set/Base.H:23-28,src/Set/Base.H,GPU-001,no
src/Set/Base.H:42-63,src/Set/Base.H,GPU-001,no
src/Set/Base.H:67-79,src/Set/Base.H,GPU-001,no
src/Set/Base.H:81-86,src/Set/Base.H,GPU-001,no
src/Set/Base.H:88-93,src/Set/Base.H,GPU-001,no
src/Set/Base.H:96-101,src/Set/Base.H,GPU-001,no
src/Set/Base.H:104-109,src/Set/Base.H,GPU-001,no
src/Set/Base.H:114-120,src/Set/Base.H,GPU-022,no
src/Set/Base.H:134-143,src/Set/Base.H,GPU-001,no
src/Set/Base.H:188-193,src/Set/Base.H,FEATURE,no
src/Set/Matrix3.H:25-31,src/Set/Matrix3.H,GPU-001,no
src/Set/Matrix3.H:39-50,src/Set/Matrix3.H,GPU-001,no
src/Set/Matrix4_Diagonal.H:34-39,src/Set/Matrix4_Diagonal.H,GPU-001,no
src/Set/Matrix4_Isotropic.H:48-53,src/Set/Matrix4_Isotropic.H,GPU-001,no
src/Set/Matrix4_Major.H:19-24,src/Set/Matrix4_Major.H,GPU-001,no
src/Set/Matrix4_Major.H:35-43,src/Set/Matrix4_Major.H,GPU-022,no
src/Set/Matrix4_Major.H:54-93#1,src/Set/Matrix4_Major.H,GPU-022,no
src/Set/Matrix4_Major.H:54-93#2,src/Set/Matrix4_Major.H,ONEOFF,no
src/Set/Matrix4_Major.H:132-137,src/Set/Matrix4_Major.H,GPU-001,no
src/Set/Matrix4_Major.H:148-165,src/Set/Matrix4_Major.H,GPU-001,no
src/Set/Matrix4_Major.H:175-186,src/Set/Matrix4_Major.H,GPU-001,no
src/Set/Matrix4_Major.H:242-247,src/Set/Matrix4_Major.H,GPU-001,no
src/Set/Matrix4_Major.H:251-256,src/Set/Matrix4_Major.H,GPU-001,no
src/Set/Matrix4_Major.H:260-265,src/Set/Matrix4_Major.H,GPU-001,no
src/Set/Matrix4_Major.H:271-276,src/Set/Matrix4_Major.H,GPU-001,no
src/Set/Matrix4_Major.H:323-332,src/Set/Matrix4_Major.H,GPU-022,no
src/Set/Matrix4_Major.H:379-387,src/Set/Matrix4_Major.H,GPU-022,no
src/Set/Matrix4_Major.H:437-442,src/Set/Matrix4_Major.H,GPU-001,no
src/Set/Matrix4_Major.H:453-470,src/Set/Matrix4_Major.H,GPU-001,no
src/Set/Matrix4_Major.H:472-483,src/Set/Matrix4_Major.H,GPU-001,no
src/Set/Matrix4_Major.H:531-550,src/Set/Matrix4_Major.H,GPU-020,no
src/Set/Matrix4_MajorMinor.H:25-30,src/Set/Matrix4_MajorMinor.H,GPU-001,no
src/Set/Matrix4_MajorMinor.H:35-43,src/Set/Matrix4_MajorMinor.H,GPU-001,no
src/Set/Matrix4_MajorMinor.H:48-54,src/Set/Matrix4_MajorMinor.H,GPU-022,no
src/Set/Matrix4_MajorMinor.H:116-127,src/Set/Matrix4_MajorMinor.H,GPU-001,no
src/Set/Matrix4_MajorMinor.H:152-157,src/Set/Matrix4_MajorMinor.H,GPU-001,no
src/Set/Matrix4_MajorMinor.H:161-166,src/Set/Matrix4_MajorMinor.H,GPU-001,no
src/Set/Matrix4_MajorMinor.H:233-246,src/Set/Matrix4_MajorMinor.H,GPU-001,no
src/Set/Matrix4_MajorMinor.H:325-330,src/Set/Matrix4_MajorMinor.H,GPU-001,no
src/Set/Matrix4_MajorMinor.H:371-379,src/Set/Matrix4_MajorMinor.H,GPU-022,no
src/Set/Matrix4_MajorMinor.H:420-426,src/Set/Matrix4_MajorMinor.H,GPU-022,no
src/Set/Matrix4_MajorMinor.H:509-520,src/Set/Matrix4_MajorMinor.H,GPU-001,no
src/Set/Matrix4_MajorMinor.H:545-550,src/Set/Matrix4_MajorMinor.H,GPU-001,no
src/Set/Matrix4_MajorMinor.H:554-559,src/Set/Matrix4_MajorMinor.H,GPU-001,no
src/Set/Matrix4_MajorMinor.H:624-637,src/Set/Matrix4_MajorMinor.H,GPU-001,no
src/Set/Set.H:206-211,src/Set/Set.H,FEATURE,yes
src/Solver/Nonlocal/Newton.H:1-16,src/Solver/Nonlocal/Newton.H,FEATURE,no
src/Solver/Nonlocal/Newton.H:31-43,src/Solver/Nonlocal/Newton.H,FEATURE,yes
src/Solver/Nonlocal/Newton.H:48-54,src/Solver/Nonlocal/Newton.H,FEATURE,yes
src/Solver/Nonlocal/Newton.H:60-67#1,src/Solver/Nonlocal/Newton.H,GPU-007,no
src/Solver/Nonlocal/Newton.H:60-67#2,src/Solver/Nonlocal/Newton.H,GPU-012,no
src/Solver/Nonlocal/Newton.H:73-82,src/Solver/Nonlocal/Newton.H,GPU-011,no
src/Solver/Nonlocal/Newton.H:95-102,src/Solver/Nonlocal/Newton.H,GPU-012,no
src/Solver/Nonlocal/Newton.H:108-114,src/Solver/Nonlocal/Newton.H,GPU-007,no
src/Solver/Nonlocal/Newton.H:118-137,src/Solver/Nonlocal/Newton.H,GPU-004,no
src/Solver/Nonlocal/Newton.H:148-163,src/Solver/Nonlocal/Newton.H,FEATURE,yes
src/Solver/Nonlocal/Newton.H:165-175,src/Solver/Nonlocal/Newton.H,GPU-011,no
src/Solver/Nonlocal/Newton.H:177-188#1,src/Solver/Nonlocal/Newton.H,GPU-012,no
src/Solver/Nonlocal/Newton.H:177-188#2,src/Solver/Nonlocal/Newton.H,FEATURE,yes
src/Solver/Nonlocal/Newton.H:177-188#3,src/Solver/Nonlocal/Newton.H,FEATURE,yes
src/Solver/Nonlocal/Newton.H:200-264,src/Solver/Nonlocal/Newton.H,FEATURE,yes
src/Solver/Nonlocal/Newton.H:275-287,src/Solver/Nonlocal/Newton.H,FEATURE,yes
src/Solver/Nonlocal/Newton.H:289-294,src/Solver/Nonlocal/Newton.H,FEATURE,yes
src/Solver/Nonlocal/Newton.H:301-331,src/Solver/Nonlocal/Newton.H,FEATURE,yes
src/Solver/Nonlocal/Newton.H:334-359,src/Solver/Nonlocal/Newton.H,FEATURE,yes
src/Solver/Nonlocal/Newton.H:396-411,src/Solver/Nonlocal/Newton.H,FEATURE,yes
src/Solver/Nonlocal/Newton.H:423-438,src/Solver/Nonlocal/Newton.H,FEATURE,yes
src/Solver/Nonlocal/Newton.H:449-457,src/Solver/Nonlocal/Newton.H,FEATURE,yes
src/Solver/Nonlocal/Newton.H:472-489,src/Solver/Nonlocal/Newton.H,FEATURE,yes
src/Solver/Nonlocal/Newton.H:492-498,src/Solver/Nonlocal/Newton.H,FEATURE,yes
src/Solver/Nonlocal/Newton.H:533-539,src/Solver/Nonlocal/Newton.H,GPU-007,no
src/Solver/Nonlocal/Newton.H:552-560,src/Solver/Nonlocal/Newton.H,GPU-007,no
src/Solver/Nonlocal/Newton.H:576-582,src/Solver/Nonlocal/Newton.H,GPU-007,no
src/Solver/Nonlocal/Newton.H:595-603,src/Solver/Nonlocal/Newton.H,GPU-007,no
src/Solver/Nonlocal/Newton.H:609-615,src/Solver/Nonlocal/Newton.H,NOISE,no
src/Solver/Nonlocal/Newton.H:626-645,src/Solver/Nonlocal/Newton.H,FEATURE,yes
src/Solver/Nonlocal/Newton.H:648-654,src/Solver/Nonlocal/Newton.H,FEATURE,yes
src/Test/BC/Constant.H:0-0,src/Test/BC/Constant.H,FEATURE,no
src/Test/Numeric/Stencil.H:134-139,src/Test/Numeric/Stencil.H,FEATURE,yes
src/Test/Solver/Nonlocal/Newton.H:0-0,src/Test/Solver/Nonlocal/Newton.H,FEATURE,no
src/Unit/Unit.H:194-249,src/Unit/Unit.H,FEATURE,yes
src/Util/BMP.H:1-6,src/Util/BMP.H,GPU-008,no
src/Util/BMP.H:26-32,src/Util/BMP.H,GPU-008,no
src/Util/BMP.H:36-48,src/Util/BMP.H,GPU-008,no
src/Util/BMP.H:51-89,src/Util/BMP.H,GPU-008,no
src/Util/PNG.H:155-161#1,src/Util/PNG.H,GPU-001,no
src/Util/PNG.H:155-161#2,src/Util/PNG.H,GPU-024,no
src/Util/PNG.H:168-174,src/Util/PNG.H,GPU-030,no
src/Util/PNG.H:199-206,src/Util/PNG.H,NOISE,no
src/Util/Util.H:15-20,src/Util/Util.H,ONEOFF,no
src/Util/Util.H:24-29,src/Util/Util.H,GPU-010,no
src/Util/Util.H:35-41,src/Util/Util.H,NOISE,no
src/Util/Util.H:51-62#1,src/Util/Util.H,GPU-012,no
src/Util/Util.H:51-62#2,src/Util/Util.H,GPU-001,no
src/Util/Util.H:77-88,src/Util/Util.H,GPU-001,no
src/Util/Util.H:101-112#1,src/Util/Util.H,GPU-012,no
src/Util/Util.H:101-112#2,src/Util/Util.H,GPU-001,no
src/Util/Util.H:123-133,src/Util/Util.H,GPU-001,no
src/Util/Util.H:146-151,src/Util/Util.H,GPU-001,no
src/Util/Util.H:182-189,src/Util/Util.H,GPU-001,no
src/Util/Util.H:196-206,src/Util/Util.H,GPU-001,no
src/Util/Util.H:219-230,src/Util/Util.H,GPU-001,no
src/Util/Util.H:247-260,src/Util/Util.H,GPU-001,no
src/Util/Util.H:276-281,src/Util/Util.H,GPU-001,no
src/Util/Util.H:334-339,src/Util/Util.H,NOISE,no
src/Util/Util.H:342-348,src/Util/Util.H,NOISE,no
src/Util/Util.H:351-357,src/Util/Util.H,NOISE,no
src/Util/Util.cpp:28-33,src/Util/Util.cpp,ONEOFF,no
src/Util/Util.cpp:138-143,src/Util/Util.cpp,ONEOFF,no
src/Util/Util.cpp:265-271,src/Util/Util.cpp,GPU-001,no
src/alamo_gpu.cc:0-0,src/alamo_gpu.cc,ONEOFF,no
src/test.cc:4-10,src/test.cc,FEATURE,no
src/test.cc:98-103,src/test.cc,FEATURE,no
src/test.cc:120-125,src/test.cc,FEATURE,no
